platform_id;certificate_id;issue_date;certificate_fee;course_name;online_date;certificate_name;certificate_type;course_id;course_info;student_id;student_dob;;;;;;;;;;;;;;;;;;;;
493;129;16/06/2025;730,51;Excel for Professionals;13/03/2023;Financial Modeling Certificate;professional;;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills.";625249;03/06/1940;;;;;;;;;;;;;;;;;;;;
121;751;10/09/2025;383,8;Leadership in Digital Teams;14/10/2024;HR Analytics Certificate;specialization;;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest.";564001;11/05/1931;;;;;;;;;;;;;;;;;;;;
478;339;14/05/2027;120;ERP Systems Introduction;19/11/2025;AI Productivity Certificate;completion;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";480549;25/05/1939;;;;;;;;;;;;;;;;;;;;
183;409;16/06/2035;415,17;Supply Chain Analytics;15/01/2026;Financial Modeling Certificate;professional;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge.";828285;21/07/1975;;;;;;;;;;;;;;;;;;;;
81;950;06/06/2024;446,37;Process Improvement Techniques;01/10/2022;Industrial IoT Certificate;advanced;28;"Prepares students to improve processes using structured methods; requires analytical thinking.";137914;28/03/1951;;;;;;;;;;;;;;;;;;;;
494;137;26/09/2025;816,73;AI Tools for Productivity;22/01/2024;Supply Chain Analytics Certificate;advanced;;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";458412;13/07/1942;;;;;;;;;;;;;;;;;;;;
69;987;14/07/2032;450;Supply Chain Analytics;28/10/2025;Digital Marketing Analyst;specialization;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge.";596062;02/07/1974;;;;;;;;;;;;;;;;;;;;
182;958;23/07/2024;391,91;Industrial IoT Fundamentals;02/06/2021;Power BI Analyst Certificate;professional;;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity.";183187;01/09/1943;;;;;;;;;;;;;;;;;;;;
230;916;12/02/2025;85,97;R for Data Analysis;05/08/2021;Web Development Foundations Certificate;completion;;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge.";376364;15/07/1952;;;;;;;;;;;;;;;;;;;;
314;855;15/07/2025;131,2;Customer Experience Analytics;04/10/2021;Statistics for Business Certificate;specialization;;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills.";897253;24/12/1999;;;;;;;;;;;;;;;;;;;;
343;179;12/02/2030;120;HR Analytics;26/01/2024;AI Productivity Certificate;completion;;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge.";851819;25/02/1936;;;;;;;;;;;;;;;;;;;;
144;288;10/05/2025;466,39;Digital Marketing Analytics;07/05/2022;Machine Learning Foundations Certificate;advanced;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts.";546240;08/05/1968;;;;;;;;;;;;;;;;;;;;
439;229;12/05/2023;250;Database Design Principles;20/01/2023;Financial Modeling Certificate;professional;134;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";377827;26/02/1971;;;;;;;;;;;;;;;;;;;;
209;154;24/07/2028;595,25;Process Improvement Techniques;03/01/2024;Agile Practitioner Certificate;professional;;"Prepares students to improve processes using structured methods; requires analytical thinking.";065444;28/05/1957;;;;;;;;;;;;;;;;;;;;
385;725;02/09/2028;75,57;Statistics for Decision Making;06/02/2026;Cybersecurity Awareness Certificate;completion;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics.";816688;18/12/1920;;;;;;;;;;;;;;;;;;;;
430;364;27/08/2023;119,14;Statistics for Decision Making;30/06/2022;Cloud Fundamentals Certificate;completion;16;"Prepares students to use descriptive statistics for decision making; requires basic mathematics.";449363;11/06/1949;;;;;;;;;;;;;;;;;;;;
430;364;27/08/2023;97,6;Web Development Basics;30/06/2022;Cloud Fundamentals Certificate;completion;47;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy.";585472;12/04/1927;;;;;;;;;;;;;;;;;;;;
98;745;07/10/2028;36;Data Governance Fundamentals;24/05/2023;Cybersecurity Awareness Certificate;completion;;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity.";526375;13/06/1958;;;;;;;;;;;;;;;;;;;;
194;114;22/03/2022;545,23;Supply Chain Analytics;30/12/2021;Agile Practitioner Certificate;professional;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge.";978827;24/07/2003;;;;;;;;;;;;;;;;;;;;
258;833;26/08/2025;56,8;Leadership in Digital Teams;14/10/2021;Database Foundations Certificate;completion;24;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest.";681871;08/11/1927;;;;;;;;;;;;;;;;;;;;
491;503;30/08/2025;360,36;Cybersecurity Awareness;03/06/2021;Project Management Certificate;professional;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";278728;25/12/2002;;;;;;;;;;;;;;;;;;;;
80;358;22/06/2030;669,25;Risk Management Essentials;28/02/2024;Power BI Analyst Certificate;professional;;"Prepares students to identify, assess, and report business risks; requires basic business literacy.";039037;08/09/1962;;;;;;;;;;;;;;;;;;;;
5;908;15/05/2033;1296,52;Database Design Principles;06/12/2025;Machine Learning Foundations Certificate;advanced;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";204571;20/01/1955;;;;;;;;;;;;;;;;;;;;
353;777;19/03/2034;678,95;Operations Management;21/02/2025;Supply Chain Analytics Certificate;advanced;21;"Prepares students to optimize workflows and resources; requires basic business knowledge.";271819;01/10/1953;;;;;;;;;;;;;;;;;;;;
428;85;18/03/2032;64,53;Customer Experience Analytics;05/05/2024;Cybersecurity Awareness Certificate;completion;;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills.";070726;20/01/1931;;;;;;;;;;;;;;;;;;;;
227;140;04/06/2027;819,94;Business Intelligence Foundations;06/03/2025;Operations Excellence Certificate;advanced;;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";228140;27/01/1997;;;;;;;;;;;;;;;;;;;;
368;217;20/02/2030;714,09;AI Tools for Productivity;16/11/2025;Supply Chain Analytics Certificate;advanced;;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";534596;19/10/1940;;;;;;;;;;;;;;;;;;;;
451;565;09/09/2023;62,43;Operations Management;03/04/2022;Cybersecurity Awareness Certificate;completion;51;"Prepares students to optimize workflows and resources; requires basic business knowledge.";229982;23/07/1928;;;;;;;;;;;;;;;;;;;;
451;565;01/09/2024;57,51;SQL for Data Management;03/04/2022;Cybersecurity Awareness Certificate;completion;183;"Prepares students to query and manage relational databases; requires no prior SQL experience.";625461;04/05/1997;;;;;;;;;;;;;;;;;;;;
296;647;11/08/2032;297,71;Financial Modeling Essentials;01/02/2025;Digital Marketing Analyst;specialization;190;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge.";243245;13/01/2005;;;;;;;;;;;;;;;;;;;;
169;366;12/10/2031;232,12;Machine Learning Basics;26/08/2022;Business Intelligence Specialist;specialization;;"Prepares students to understand supervised learning workflows; requires statistics and Python basics.";977390;14/09/1997;;;;;;;;;;;;;;;;;;;;
36;157;13/10/2028;1045,11;Financial Modeling Essentials;15/09/2025;Supply Chain Analytics Certificate;advanced;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge.";106967;06/02/1974;;;;;;;;;;;;;;;;;;;;
100;397;06/12/2030;732,06;Project Management Essentials;22/09/2024;Supply Chain Analytics Certificate;advanced;;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills.";779350;01/10/1984;;;;;;;;;;;;;;;;;;;;
226;249;10/10/2025;721,06;Cybersecurity Awareness;18/11/2023;Financial Modeling Certificate;professional;;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";016175;06/12/1951;;;;;;;;;;;;;;;;;;;;
161;742;20/02/2026;230,07;Cloud Computing Basics;14/01/2026;Business Analytics Certificate;specialization;185;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";790132;04/06/1954;;;;;;;;;;;;;;;;;;;;
427;53;16/10/2029;89,62;Supply Chain Analytics;13/03/2023;Database Foundations Certificate;completion;78;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge.";093027;16/05/1977;;;;;;;;;;;;;;;;;;;;
121;294;27/04/2033;427,25;Industrial IoT Fundamentals;14/10/2024;Agile Practitioner Certificate;professional;;"Prepares students to understand sensors, connectivity, and monitoring systems; requires basic technical curiosity.";999567;25/09/1992;;;;;;;;;;;;;;;;;;;;
499;449;19/12/2027;783,87;Data Governance Fundamentals;23/01/2026;Financial Modeling Certificate;professional;120;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity.";684173;19/06/2004;;;;;;;;;;;;;;;;;;;;
440;685;18/05/2027;38,91;Risk Management Essentials;19/06/2025;Cybersecurity Awareness Certificate;completion;;"Prepares students to identify, assess, and report business risks; requires basic business literacy.";614876;22/05/1951;;;;;;;;;;;;;;;;;;;;
458;602;16/03/2034;284,42;Database Design Principles;17/06/2025;Business Analytics Certificate;specialization;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";602806;26/08/1998;;;;;;;;;;;;;;;;;;;;
34;173;16/06/2027;59,45;Process Improvement Techniques;09/11/2023;Database Foundations Certificate;completion;;"Prepares students to improve processes using structured methods; requires analytical thinking.";499804;27/08/1942;;;;;;;;;;;;;;;;;;;;
19;380;12/07/2023;885,57;Excel for Professionals;18/06/2022;Operations Excellence Certificate;advanced;163;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills.";222236;15/02/1980;;;;;;;;;;;;;;;;;;;;
381;502;04/05/2032;188,18;Data Visualization with Power BI;07/05/2022;Business Analytics Certificate;specialization;49;"Prepares students to build business dashboards in Power BI; requires basic data handling skills.";272667;09/06/1937;;;;;;;;;;;;;;;;;;;;
316;583;07/11/2022;537,14;Project Management Essentials;01/05/2022;Project Management Certificate;professional;4;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills.";336694;14/09/1981;;;;;;;;;;;;;;;;;;;;
325;460;13/08/2031;610,4;Supply Chain Analytics;19/12/2024;Operations Excellence Certificate;advanced;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge.";700413;13/09/1987;;;;;;;;;;;;;;;;;;;;
394;130;18/12/2024;828,02;SQL for Data Management;01/08/2024;Industrial IoT Certificate;advanced;93;"Prepares students to query and manage relational databases; requires no prior SQL experience.";387502;11/04/1998;;;;;;;;;;;;;;;;;;;;
431;440;06/09/2034;801,51;Machine Learning Basics;18/09/2025;Operations Excellence Certificate;advanced;189;"Prepares students to understand supervised learning workflows; requires statistics and Python basics.";522834;13/12/1967;;;;;;;;;;;;;;;;;;;;
100;293;13/04/2031;81,37;Digital Marketing Analytics;22/09/2024;Database Foundations Certificate;completion;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts.";673416;12/12/1931;;;;;;;;;;;;;;;;;;;;
339;124;18/07/2028;74,19;Leadership in Digital Teams;25/11/2025;Cloud Fundamentals Certificate;completion;174;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest.";402830;15/12/1953;;;;;;;;;;;;;;;;;;;;
81;146;25/11/2023;450;Process Improvement Techniques;01/10/2022;Business Intelligence Specialist;specialization;28;"Prepares students to improve processes using structured methods; requires analytical thinking.";686233;24/05/1928;;;;;;;;;;;;;;;;;;;;
182;876;19/07/2021;60,65;Agile and Scrum Fundamentals;02/06/2021;Web Development Foundations Certificate;completion;;"Prepares students to work in agile delivery environments; requires no prior agile certification.";181757;07/08/1944;;;;;;;;;;;;;;;;;;;;
95;604;11/12/2025;69,21;R for Data Analysis;15/08/2021;Cloud Fundamentals Certificate;completion;56;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge.";803769;04/05/1980;;;;;;;;;;;;;;;;;;;;
498;244;28/05/2030;120;Data Analysis Fundamentals;22/05/2023;Cloud Fundamentals Certificate;completion;;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge.";314742;13/05/1992;;;;;;;;;;;;;;;;;;;;
116;946;06/06/2032;263,55;Cybersecurity Awareness;27/09/2025;Business Intelligence Specialist;specialization;66;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";717946;04/09/1993;;;;;;;;;;;;;;;;;;;;
478;744;04/12/2026;101,21;Data Visualization with Power BI;19/11/2025;Cloud Fundamentals Certificate;completion;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills.";749725;21/07/1927;;;;;;;;;;;;;;;;;;;;
259;998;25/08/2031;703,57;Cybersecurity Awareness;07/07/2024;Power BI Analyst Certificate;professional;126;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";357410;06/11/1929;;;;;;;;;;;;;;;;;;;;
368;559;05/05/2028;120;SQL for Data Management;16/11/2025;AI Productivity Certificate;completion;;"Prepares students to query and manage relational databases; requires no prior SQL experience.";005375;17/05/1943;;;;;;;;;;;;;;;;;;;;
154;694;29/11/2026;348,5;Cybersecurity Awareness;02/11/2022;Agile Practitioner Certificate;professional;6;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";514337;26/11/1951;;;;;;;;;;;;;;;;;;;;
320;532;17/05/2032;42,22;Leadership in Digital Teams;19/02/2024;Excel Professional Certificate;completion;;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest.";474298;22/10/1996;;;;;;;;;;;;;;;;;;;;
470;796;16/07/2024;49,02;HR Analytics;01/01/2022;Web Development Foundations Certificate;completion;72;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge.";692184;20/02/1957;;;;;;;;;;;;;;;;;;;;
291;418;25/09/2031;610,84;Agile and Scrum Fundamentals;22/04/2025;Power BI Analyst Certificate;professional;195;"Prepares students to work in agile delivery environments; requires no prior agile certification.";538678;11/08/1985;;;;;;;;;;;;;;;;;;;;
250;790;16/10/2030;633,46;Business Intelligence Foundations;20/09/2022;Industrial IoT Certificate;advanced;;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";070966;18/10/1971;;;;;;;;;;;;;;;;;;;;
388;889;22/04/2028;272,51;Machine Learning Basics;28/03/2025;Financial Modeling Certificate;professional;159;"Prepares students to understand supervised learning workflows; requires statistics and Python basics.";103020;16/04/1956;;;;;;;;;;;;;;;;;;;;
81;765;18/09/2025;52,46;Process Improvement Techniques;01/10/2022;Cybersecurity Awareness Certificate;completion;28;"Prepares students to improve processes using structured methods; requires analytical thinking.";467499;24/01/1953;;;;;;;;;;;;;;;;;;;;
153;519;01/09/2024;82,48;Web Development Basics;22/09/2023;AI Productivity Certificate;completion;;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy.";057725;12/03/1997;;;;;;;;;;;;;;;;;;;;
162;73;05/12/2023;52,84;Statistics for Decision Making;28/11/2023;Database Foundations Certificate;completion;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics.";563385;12/02/1967;;;;;;;;;;;;;;;;;;;;
33;294;09/03/2031;857,67;Leadership in Digital Teams;20/01/2026;Agile Practitioner Certificate;professional;84;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest.";322879;27/12/1940;;;;;;;;;;;;;;;;;;;;
33;294;25/02/2028;387,8;Business Intelligence Foundations;20/01/2026;Agile Practitioner Certificate;professional;187;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";707376;25/09/1996;;;;;;;;;;;;;;;;;;;;
103;567;25/10/2031;286,41;ERP Systems Introduction;05/09/2025;Digital Marketing Analyst;specialization;;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";239431;01/01/2003;;;;;;;;;;;;;;;;;;;;
494;47;09/09/2025;248,56;Database Design Principles;22/01/2024;Digital Marketing Analyst;specialization;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";082713;24/04/1965;;;;;;;;;;;;;;;;;;;;
31;315;28/02/2034;304,43;Business Intelligence Foundations;09/12/2025;Statistics for Business Certificate;specialization;157;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";180409;01/12/2007;;;;;;;;;;;;;;;;;;;;
389;967;26/04/2023;315,32;Supply Chain Analytics;12/05/2022;Digital Marketing Analyst;specialization;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge.";879315;01/12/1993;;;;;;;;;;;;;;;;;;;;
239;180;01/04/2028;1400;AI Tools for Productivity;30/04/2025;Operations Excellence Certificate;advanced;;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";534882;27/07/1937;;;;;;;;;;;;;;;;;;;;
198;372;04/06/2025;92,3;Data Governance Fundamentals;08/07/2021;Excel Professional Certificate;completion;30;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity.";928680;27/03/2005;;;;;;;;;;;;;;;;;;;;
198;372;04/06/2025;62,57;Process Improvement Techniques;08/07/2021;Excel Professional Certificate;completion;178;"Prepares students to improve processes using structured methods; requires analytical thinking.";874880;22/10/1964;;;;;;;;;;;;;;;;;;;;
253;685;19/01/2022;89,85;Leadership in Digital Teams;04/09/2021;Cybersecurity Awareness Certificate;completion;;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest.";250923;25/10/1995;;;;;;;;;;;;;;;;;;;;
205;932;17/02/2023;94,27;Operations Management;04/08/2022;Excel Professional Certificate;completion;81;"Prepares students to optimize workflows and resources; requires basic business knowledge.";857858;13/08/1997;;;;;;;;;;;;;;;;;;;;
403;91;24/10/2029;450;Operations Management;13/05/2023;HR Analytics Certificate;specialization;;"Prepares students to optimize workflows and resources; requires basic business knowledge.";452048;04/03/2005;;;;;;;;;;;;;;;;;;;;
244;640;08/04/2024;851,84;Process Improvement Techniques;26/06/2021;Operations Excellence Certificate;advanced;88;"Prepares students to improve processes using structured methods; requires analytical thinking.";616269;11/03/1984;;;;;;;;;;;;;;;;;;;;
298;290;12/11/2026;874,26;Business Communication Skills;08/08/2025;Industrial IoT Certificate;advanced;;"Prepares students to communicate clearly in professional environments; requires no technical background.";540809;18/10/1956;;;;;;;;;;;;;;;;;;;;
87;814;23/10/2030;900;Customer Experience Analytics;18/04/2023;Agile Practitioner Certificate;professional;;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills.";369507;23/12/1944;;;;;;;;;;;;;;;;;;;;
197;965;14/04/2023;36,02;Data Analysis Fundamentals;08/08/2021;Cybersecurity Awareness Certificate;completion;;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge.";292815;02/03/1942;;;;;;;;;;;;;;;;;;;;
325;799;13/10/2026;67,49;Data Visualization with Power BI;19/12/2024;AI Productivity Certificate;completion;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills.";804335;21/07/1920;;;;;;;;;;;;;;;;;;;;
420;271;25/03/2033;363,4;Statistics for Decision Making;08/01/2024;HR Analytics Certificate;specialization;;"Prepares students to use descriptive statistics for decision making; requires basic mathematics.";449426;18/02/2004;;;;;;;;;;;;;;;;;;;;
206;629;03/01/2030;829,56;Python for Business Analytics;04/04/2025;Financial Modeling Certificate;professional;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";978805;14/08/1956;;;;;;;;;;;;;;;;;;;;
263;478;08/05/2032;265,36;Agile and Scrum Fundamentals;27/03/2025;Power BI Analyst Certificate;professional;;"Prepares students to work in agile delivery environments; requires no prior agile certification.";585494;03/11/1977;;;;;;;;;;;;;;;;;;;;
239;722;10/10/2025;178,41;Database Design Principles;30/04/2025;Business Analytics Certificate;specialization;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";268645;01/12/1933;;;;;;;;;;;;;;;;;;;;
470;140;24/06/2023;400;HR Analytics;01/01/2022;Operations Excellence Certificate;advanced;72;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge.";814128;05/08/1986;;;;;;;;;;;;;;;;;;;;
420;943;29/07/2024;780,47;Information Security Foundations;08/01/2024;Project Management Certificate;professional;;"Prepares students to understand core information security principles; requires no prior security certification.";326111;13/02/1953;;;;;;;;;;;;;;;;;;;;
351;371;04/05/2030;306,14;Data Visualization with Power BI;05/01/2022;HR Analytics Certificate;specialization;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills.";323791;13/06/1978;;;;;;;;;;;;;;;;;;;;
381;54;23/04/2031;900;Data Visualization with Power BI;07/05/2022;Agile Practitioner Certificate;professional;49;"Prepares students to build business dashboards in Power BI; requires basic data handling skills.";957107;08/05/1921;;;;;;;;;;;;;;;;;;;;
59;801;24/11/2024;580,9;Leadership in Digital Teams;13/09/2024;Data Professional;professional;;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest.";584126;09/09/1951;;;;;;;;;;;;;;;;;;;;
61;690;14/02/2030;1400;Database Design Principles;16/06/2023;Industrial IoT Certificate;advanced;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";610652;25/11/1965;;;;;;;;;;;;;;;;;;;;
418;569;25/09/2024;413,36;Digital Marketing Analytics;25/10/2021;Financial Modeling Certificate;professional;;"Prepares students to measure campaign performance and customer behavior; requires basic marketing concepts.";393812;25/05/1990;;;;;;;;;;;;;;;;;;;;
20;446;21/01/2026;250,63;Information Security Foundations;15/10/2021;Business Intelligence Specialist;specialization;55;"Prepares students to understand core information security principles; requires no prior security certification.";850048;18/06/2003;;;;;;;;;;;;;;;;;;;;
20;446;21/01/2026;329,3;Cloud Computing Basics;15/10/2021;Business Intelligence Specialist;specialization;95;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";882704;23/08/1989;;;;;;;;;;;;;;;;;;;;
58;778;18/09/2025;448,05;Cloud Computing Basics;26/08/2023;Power BI Analyst Certificate;professional;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";491520;16/08/2000;;;;;;;;;;;;;;;;;;;;
460;845;24/12/2027;83,9;Data Visualization with Power BI;21/01/2026;Cybersecurity Awareness Certificate;completion;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills.";510328;06/11/1943;;;;;;;;;;;;;;;;;;;;
94;522;29/07/2030;274,17;Business Communication Skills;02/04/2024;Business Analytics Certificate;specialization;;"Prepares students to communicate clearly in professional environments; requires no technical background.";023451;11/12/1977;;;;;;;;;;;;;;;;;;;;
188;535;25/05/2023;268,64;Database Design Principles;01/01/2023;Statistics for Business Certificate;specialization;44;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";125750;25/04/1923;;;;;;;;;;;;;;;;;;;;
464;890;16/07/2034;861,39;R for Data Analysis;29/09/2024;Industrial IoT Certificate;advanced;;"Prepares students to perform statistical analysis in R; requires basic statistics knowledge.";837754;21/07/1967;;;;;;;;;;;;;;;;;;;;
279;885;06/12/2026;92,8;Business Communication Skills;24/07/2025;Cybersecurity Awareness Certificate;completion;;"Prepares students to communicate clearly in professional environments; requires no technical background.";796829;04/08/1992;;;;;;;;;;;;;;;;;;;;
253;337;22/08/2023;798,22;Database Design Principles;04/09/2021;Supply Chain Analytics Certificate;advanced;;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";019518;16/10/1971;;;;;;;;;;;;;;;;;;;;
414;806;16/06/2033;192,58;SQL for Data Management;12/07/2024;Business Intelligence Specialist;specialization;;"Prepares students to query and manage relational databases; requires no prior SQL experience.";242786;14/07/1993;;;;;;;;;;;;;;;;;;;;
20;639;17/10/2025;74,22;Information Security Foundations;15/10/2021;AI Productivity Certificate;completion;55;"Prepares students to understand core information security principles; requires no prior security certification.";096483;17/08/1953;;;;;;;;;;;;;;;;;;;;
20;639;17/10/2025;58,07;Cloud Computing Basics;15/10/2021;AI Productivity Certificate;completion;95;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";655530;18/06/2006;;;;;;;;;;;;;;;;;;;;
418;680;02/04/2029;634,39;Data Visualization with Power BI;25/10/2021;Operations Excellence Certificate;advanced;;"Prepares students to build business dashboards in Power BI; requires basic data handling skills.";722766;24/09/1940;;;;;;;;;;;;;;;;;;;;
249;199;31/07/2024;39,56;Excel for Professionals;24/11/2022;AI Productivity Certificate;completion;;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills.";104397;01/09/1963;;;;;;;;;;;;;;;;;;;;
191;829;18/12/2024;796,53;Business Intelligence Foundations;11/08/2022;Financial Modeling Certificate;professional;;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";546927;17/05/1991;;;;;;;;;;;;;;;;;;;;
84;257;27/08/2029;1134,87;Data Analysis Fundamentals;08/06/2022;Supply Chain Analytics Certificate;advanced;;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge.";286451;14/04/1955;;;;;;;;;;;;;;;;;;;;
82;601;24/01/2031;900;Machine Learning Basics;10/11/2021;Data Professional;professional;;"Prepares students to understand supervised learning workflows; requires statistics and Python basics.";490421;02/10/1956;;;;;;;;;;;;;;;;;;;;
133;727;18/01/2033;285,28;Web Development Basics;17/10/2025;Digital Marketing Analyst;specialization;;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy.";535502;25/02/1998;;;;;;;;;;;;;;;;;;;;
307;168;22/04/2026;1312,76;Excel for Professionals;30/07/2024;Machine Learning Foundations Certificate;advanced;13;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills.";322437;02/10/1955;;;;;;;;;;;;;;;;;;;;
368;197;01/12/2025;646,85;Risk Management Essentials;16/11/2025;Supply Chain Analytics Certificate;advanced;;"Prepares students to identify, assess, and report business risks; requires basic business literacy.";354037;22/02/1925;;;;;;;;;;;;;;;;;;;;
257;957;09/01/2029;461,53;AI Tools for Productivity;27/02/2025;Supply Chain Analytics Certificate;advanced;;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";463118;27/08/1936;;;;;;;;;;;;;;;;;;;;
282;520;26/03/2029;691,81;Python for Business Analytics;06/11/2022;Operations Excellence Certificate;advanced;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";316851;02/06/1963;;;;;;;;;;;;;;;;;;;;
238;928;01/03/2030;837,41;Financial Modeling Essentials;30/10/2022;Machine Learning Foundations Certificate;advanced;;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge.";165646;22/02/1951;;;;;;;;;;;;;;;;;;;;
444;44;28/09/2028;82,25;AI Tools for Productivity;13/06/2024;Cloud Fundamentals Certificate;completion;200;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";490279;17/02/1922;;;;;;;;;;;;;;;;;;;;
462;10;11/07/2022;1400;Financial Modeling Essentials;05/09/2021;Industrial IoT Certificate;advanced;10;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge.";693612;28/12/1942;;;;;;;;;;;;;;;;;;;;
462;10;08/09/2027;1007,39;Risk Management Essentials;05/09/2021;Industrial IoT Certificate;advanced;173;"Prepares students to identify, assess, and report business risks; requires basic business literacy.";813074;05/11/1928;;;;;;;;;;;;;;;;;;;;
442;888;08/10/2030;1400;Python for Business Analytics;31/05/2023;Machine Learning Foundations Certificate;advanced;;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";073942;23/11/1932;;;;;;;;;;;;;;;;;;;;
235;415;16/11/2025;297,21;Supply Chain Analytics;20/07/2022;Statistics for Business Certificate;specialization;;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge.";873147;22/10/1952;;;;;;;;;;;;;;;;;;;;
232;245;18/02/2024;75,1;Operations Management;02/07/2023;Cybersecurity Awareness Certificate;completion;;"Prepares students to optimize workflows and resources; requires basic business knowledge.";959486;21/01/1929;;;;;;;;;;;;;;;;;;;;
368;254;23/11/2033;647,26;Cloud Computing Basics;16/11/2025;Agile Practitioner Certificate;professional;;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";676685;17/04/1975;;;;;;;;;;;;;;;;;;;;
404;171;08/11/2026;325,42;Excel for Professionals;17/07/2021;HR Analytics Certificate;specialization;;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills.";012537;21/08/1952;;;;;;;;;;;;;;;;;;;;
